unix_ts,NAME,STATE,PID,PPID,CPU,VM_RSS,VM_SIZE,FD,THREADS,CpuUsageFloat64,VmRSSBytes,VmSizeBytes
1463295758,java,R (running),14463,14438,0.00 %,868 kB,11 MB,64,1,0.00,868000,10588000
1463295759,java,S (sleeping),14463,14438,46.53 %,47 MB,7.2 GB,64,25,46.53,46976000,7249608000
1463295760,java,S (sleeping),14463,14438,26.37 %,54 MB,7.6 GB,64,30,26.37,54132000,7586656000
1463295761,java,S (sleeping),14463,14438,17.94 %,54 MB,7.7 GB,64,32,17.94,54136000,7719784000
1463295762,java,S (sleeping),14463,14438,13.47 %,54 MB,7.7 GB,64,32,13.47,54136000,7719784000
1463295763,java,S (sleeping),14463,14438,10.78 %,54 MB,7.7 GB,64,32,10.78,54136000,7719784000
1463295764,java,S (sleeping),14463,14438,9.14 %,54 MB,7.7 GB,64,32,9.14,54136000,7719784000
1463295765,java,S (sleeping),14463,14438,7.83 %,54 MB,7.7 GB,64,32,7.83,54136000,7719784000
1463295766,java,S (sleeping),14463,14438,7.11 %,55 MB,7.7 GB,64,32,7.11,54824000,7719784000
1463295767,java,S (sleeping),14463,14438,46.67 %,151 MB,7.8 GB,128,32,46.67,151188000,7786348000
1463295768,java,S (sleeping),14463,14438,79.26 %,218 MB,7.8 GB,256,33,79.26,217876000,7788396000
1463295769,java,S (sleeping),14463,14438,90.57 %,255 MB,7.8 GB,512,32,90.57,254624000,7788396000
1463295770,java,S (sleeping),14463,14438,109.30 %,394 MB,7.8 GB,512,33,109.30,394480000,7788396000
1463295771,java,S (sleeping),14463,14438,123.01 %,434 MB,7.8 GB,512,32,123.01,433804000,7788396000
1463295772,java,S (sleeping),14463,14438,141.03 %,712 MB,7.8 GB,512,32,141.03,711976000,7788396000
1463295773,java,S (sleeping),14463,14438,158.05 %,788 MB,7.8 GB,512,33,158.05,787468000,7788396000
1463295774,java,S (sleeping),14463,14438,173.02 %,789 MB,7.8 GB,512,32,173.02,789180000,7788396000
1463295775,java,S (sleeping),14463,14438,188.91 %,1.1 GB,7.8 GB,512,33,188.91,1110972000,7788396000
1463295776,java,S (sleeping),14463,14438,199.67 %,1.1 GB,7.8 GB,512,33,199.67,1110976000,7788396000
1463295777,java,S (sleeping),14463,14438,204.67 %,1.1 GB,7.8 GB,512,33,204.67,1112496000,7788396000
1463295778,java,S (sleeping),14463,14438,223.52 %,1.2 GB,7.8 GB,512,33,223.52,1230304000,7788396000
1463295779,java,S (sleeping),14463,14438,231.61 %,1.2 GB,7.8 GB,512,33,231.61,1224068000,7788396000
1463295780,java,S (sleeping),14463,14438,236.59 %,1.3 GB,7.8 GB,512,33,236.59,1279244000,7788396000
