2016-04-12 18:10:19.670179 I | etcdmain: etcd Version: 2.3.0+git
2016-04-12 18:10:19.670240 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-12 18:10:19.670247 I | etcdmain: Go Version: go1.6
2016-04-12 18:10:19.670253 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-12 18:10:19.670264 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-12 18:10:19.670338 I | etcdmain: listening for peers on http://10.240.0.15:2380
2016-04-12 18:10:19.670366 I | etcdmain: listening for client requests on 10.240.0.15:2379
2016-04-12 18:10:19.675944 I | etcdserver: name = etcd-3
2016-04-12 18:10:19.675964 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-12 18:10:19.675972 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-12 18:10:19.675978 I | etcdserver: heartbeat = 100ms
2016-04-12 18:10:19.675984 I | etcdserver: election = 1000ms
2016-04-12 18:10:19.675989 I | etcdserver: snapshot count = 10000
2016-04-12 18:10:19.675999 I | etcdserver: advertise client URLs = http://10.240.0.15:2379
2016-04-12 18:10:19.676006 I | etcdserver: initial advertise peer URLs = http://10.240.0.15:2380
2016-04-12 18:10:19.676026 I | etcdserver: initial cluster = etcd-1=http://10.240.0.13:2380,etcd-2=http://10.240.0.14:2380,etcd-3=http://10.240.0.15:2380
2016-04-12 18:10:19.680134 I | etcdserver: starting member 1eb6406549e3d4e in cluster 3c1022ef339089ca
2016-04-12 18:10:19.680194 I | raft: 1eb6406549e3d4e became follower at term 0
2016-04-12 18:10:19.680210 I | raft: newRaft 1eb6406549e3d4e [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-12 18:10:19.680217 I | raft: 1eb6406549e3d4e became follower at term 1
2016-04-12 18:10:19.693877 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-04-12 18:10:19.694225 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-12 18:10:19.695836 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-12 18:10:19.695851 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-12 18:10:19.695859 N | etcdserver: added local member 1eb6406549e3d4e [http://10.240.0.15:2380] to cluster 3c1022ef339089ca
2016-04-12 18:10:19.695961 I | raft: 1eb6406549e3d4e [term: 1] received a MsgApp message with higher term from cfc6e2e1de0e7922 [term: 3]
2016-04-12 18:10:19.695982 I | raft: 1eb6406549e3d4e became follower at term 3
2016-04-12 18:10:19.695996 N | etcdmain: serving insecure client requests on 10.240.0.15:2379, this is strongly discouraged!
2016-04-12 18:10:19.696021 I | raft: raft.node: 1eb6406549e3d4e elected leader cfc6e2e1de0e7922 at term 3
2016-04-12 18:10:19.696175 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 3c1022ef339089ca
2016-04-12 18:10:19.696285 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 3c1022ef339089ca
2016-04-12 18:10:19.696627 N | membership: set the initial cluster version to 2.2
2016-04-12 18:10:19.696703 I | rafthttp: the connection with f9e96ef8c0d0e08c became active
2016-04-12 18:10:19.699718 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.15:2379]} to cluster 3c1022ef339089ca
2016-04-12 18:10:20.196048 I | v2http: enabled capabilities for version 2.2.0
2016-04-12 18:10:23.200466 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-12 18:10:23.697276 I | v2http: enabled capabilities for version 2.3.0
2016-04-12 18:10:44.595236 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-04-12 18:10:44.599392 I | etcdserver: saved snapshot at index 10001
2016-04-12 18:10:44.599665 I | etcdserver: compacted raft log at 5001
2016-04-12 18:11:03.298114 I | etcdserver: start to snapshot (applied: 20002, lastsnap: 10001)
2016-04-12 18:11:03.302634 I | etcdserver: saved snapshot at index 20002
2016-04-12 18:11:03.302891 I | etcdserver: compacted raft log at 15002
2016-04-12 18:11:23.377861 I | etcdserver: start to snapshot (applied: 30003, lastsnap: 20002)
2016-04-12 18:11:23.381819 I | etcdserver: saved snapshot at index 30003
2016-04-12 18:11:23.382060 I | etcdserver: compacted raft log at 25003
2016-04-12 18:11:42.298856 I | etcdserver: start to snapshot (applied: 40004, lastsnap: 30003)
2016-04-12 18:11:42.302460 I | etcdserver: saved snapshot at index 40004
2016-04-12 18:11:42.302683 I | etcdserver: compacted raft log at 35004
2016-04-12 18:12:01.007158 I | etcdserver: start to snapshot (applied: 50005, lastsnap: 40004)
2016-04-12 18:12:01.010931 I | etcdserver: saved snapshot at index 50005
2016-04-12 18:12:01.011165 I | etcdserver: compacted raft log at 45005
2016-04-12 18:12:21.193492 I | etcdserver: start to snapshot (applied: 60006, lastsnap: 50005)
2016-04-12 18:12:21.195678 I | etcdserver: saved snapshot at index 60006
2016-04-12 18:12:21.195893 I | etcdserver: compacted raft log at 55006
2016-04-12 18:12:40.057262 I | etcdserver: start to snapshot (applied: 70007, lastsnap: 60006)
2016-04-12 18:12:40.060879 I | etcdserver: saved snapshot at index 70007
2016-04-12 18:12:40.061151 I | etcdserver: compacted raft log at 65007
2016-04-12 18:12:49.696733 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000002711.snap successfully
2016-04-12 18:12:49.696792 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000004e22.snap successfully
2016-04-12 18:12:58.709227 I | etcdserver: start to snapshot (applied: 80008, lastsnap: 70007)
2016-04-12 18:12:58.712653 I | etcdserver: saved snapshot at index 80008
2016-04-12 18:12:58.712796 I | etcdserver: compacted raft log at 75008
2016-04-12 18:13:18.618266 I | etcdserver: start to snapshot (applied: 90009, lastsnap: 80008)
2016-04-12 18:13:18.622198 I | etcdserver: saved snapshot at index 90009
2016-04-12 18:13:18.622410 I | etcdserver: compacted raft log at 85009
2016-04-12 18:13:19.697036 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000007533.snap successfully
2016-04-12 18:13:19.697115 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000009c44.snap successfully
2016-04-12 18:13:37.722624 I | etcdserver: start to snapshot (applied: 100010, lastsnap: 90009)
2016-04-12 18:13:37.726369 I | etcdserver: saved snapshot at index 100010
2016-04-12 18:13:37.726500 I | etcdserver: compacted raft log at 95010
2016-04-12 18:13:49.697323 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000c355.snap successfully
2016-04-12 18:13:56.556733 I | etcdserver: start to snapshot (applied: 110011, lastsnap: 100010)
2016-04-12 18:13:56.560379 I | etcdserver: saved snapshot at index 110011
2016-04-12 18:13:56.560584 I | etcdserver: compacted raft log at 105011
2016-04-12 18:14:16.382003 I | etcdserver: start to snapshot (applied: 120012, lastsnap: 110011)
2016-04-12 18:14:16.387281 I | etcdserver: saved snapshot at index 120012
2016-04-12 18:14:16.387416 I | etcdserver: compacted raft log at 115012
2016-04-12 18:14:19.697603 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000ea66.snap successfully
2016-04-12 18:14:19.697673 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000011177.snap successfully
2016-04-12 18:14:35.812830 I | etcdserver: start to snapshot (applied: 130013, lastsnap: 120012)
2016-04-12 18:14:35.816321 I | etcdserver: saved snapshot at index 130013
2016-04-12 18:14:35.816567 I | etcdserver: compacted raft log at 125013
2016-04-12 18:14:49.697926 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000013888.snap successfully
2016-04-12 18:14:54.559208 I | etcdserver: start to snapshot (applied: 140014, lastsnap: 130013)
2016-04-12 18:14:54.562750 I | etcdserver: saved snapshot at index 140014
2016-04-12 18:14:54.562899 I | etcdserver: compacted raft log at 135014
2016-04-12 18:15:13.718320 I | etcdserver: start to snapshot (applied: 150015, lastsnap: 140014)
2016-04-12 18:15:13.722756 I | etcdserver: saved snapshot at index 150015
2016-04-12 18:15:13.722980 I | etcdserver: compacted raft log at 145015
2016-04-12 18:15:19.698241 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000015f99.snap successfully
2016-04-12 18:15:19.698290 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-00000000000186aa.snap successfully
2016-04-12 18:15:34.014496 I | etcdserver: start to snapshot (applied: 160016, lastsnap: 150015)
2016-04-12 18:15:34.018094 I | etcdserver: saved snapshot at index 160016
2016-04-12 18:15:34.018296 I | etcdserver: compacted raft log at 155016
2016-04-12 18:15:39.860273 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-0000000000027d16.wal is created
2016-04-12 18:15:49.698548 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000001adbb.snap successfully
2016-04-12 18:15:53.071820 I | etcdserver: start to snapshot (applied: 170017, lastsnap: 160016)
2016-04-12 18:15:53.077003 I | etcdserver: saved snapshot at index 170017
2016-04-12 18:15:53.077153 I | etcdserver: compacted raft log at 165017
2016-04-12 18:16:12.514604 I | etcdserver: start to snapshot (applied: 180018, lastsnap: 170017)
2016-04-12 18:16:12.519868 I | etcdserver: saved snapshot at index 180018
2016-04-12 18:16:12.520090 I | etcdserver: compacted raft log at 175018
2016-04-12 18:16:19.698796 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000001d4cc.snap successfully
2016-04-12 18:16:19.698850 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000001fbdd.snap successfully
2016-04-12 18:16:33.330860 I | etcdserver: start to snapshot (applied: 190019, lastsnap: 180018)
2016-04-12 18:16:33.335348 I | etcdserver: saved snapshot at index 190019
2016-04-12 18:16:33.335496 I | etcdserver: compacted raft log at 185019
2016-04-12 18:16:49.699124 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-00000000000222ee.snap successfully
2016-04-12 18:16:52.810729 I | etcdserver: start to snapshot (applied: 200020, lastsnap: 190019)
2016-04-12 18:16:52.814614 I | etcdserver: saved snapshot at index 200020
2016-04-12 18:16:52.814750 I | etcdserver: compacted raft log at 195020
2016-04-12 18:17:12.075158 I | etcdserver: start to snapshot (applied: 210021, lastsnap: 200020)
2016-04-12 18:17:12.079943 I | etcdserver: saved snapshot at index 210021
2016-04-12 18:17:12.080172 I | etcdserver: compacted raft log at 205021
2016-04-12 18:17:19.699506 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-00000000000249ff.snap successfully
2016-04-12 18:17:19.699553 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000027110.snap successfully
2016-04-12 18:17:32.548033 I | etcdserver: start to snapshot (applied: 220022, lastsnap: 210021)
2016-04-12 18:17:32.551893 I | etcdserver: saved snapshot at index 220022
2016-04-12 18:17:32.552151 I | etcdserver: compacted raft log at 215022
2016-04-12 18:17:49.699807 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000029821.snap successfully
2016-04-12 18:17:51.618861 I | etcdserver: start to snapshot (applied: 230023, lastsnap: 220022)
2016-04-12 18:17:51.622511 I | etcdserver: saved snapshot at index 230023
2016-04-12 18:17:51.622743 I | etcdserver: compacted raft log at 225023
2016-04-12 18:18:10.609479 I | etcdserver: start to snapshot (applied: 240024, lastsnap: 230023)
2016-04-12 18:18:10.612566 I | etcdserver: saved snapshot at index 240024
2016-04-12 18:18:10.612742 I | etcdserver: compacted raft log at 235024
2016-04-12 18:18:19.700113 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000002bf32.snap successfully
2016-04-12 18:18:19.700168 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000002e643.snap successfully
2016-04-12 18:18:30.946131 I | etcdserver: start to snapshot (applied: 250025, lastsnap: 240024)
2016-04-12 18:18:30.950119 I | etcdserver: saved snapshot at index 250025
2016-04-12 18:18:30.950283 I | etcdserver: compacted raft log at 245025
2016-04-12 18:18:49.700420 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000030d54.snap successfully
2016-04-12 18:18:50.029052 I | etcdserver: start to snapshot (applied: 260026, lastsnap: 250025)
2016-04-12 18:18:50.032720 I | etcdserver: saved snapshot at index 260026
2016-04-12 18:18:50.032844 I | etcdserver: compacted raft log at 255026
2016-04-12 18:19:08.912852 I | etcdserver: start to snapshot (applied: 270027, lastsnap: 260026)
2016-04-12 18:19:08.918399 I | etcdserver: saved snapshot at index 270027
2016-04-12 18:19:08.918629 I | etcdserver: compacted raft log at 265027
2016-04-12 18:19:19.700683 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000033465.snap successfully
2016-04-12 18:19:19.700733 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000035b76.snap successfully
