second,avg_latency_ms_zookeeper_v3.4.8_snapshot1,throughput_zookeeper_v3.4.8_snapshot1,cumulative_throughput_zookeeper_v3.4.8_snapshot1,avg_cpu_zookeeper_v3.4.8_snapshot1,avg_memory_mb_zookeeper_v3.4.8_snapshot1,avg_latency_ms_zookeeper_v3.4.8_snapshot2,throughput_zookeeper_v3.4.8_snapshot2,cumulative_throughput_zookeeper_v3.4.8_snapshot2,avg_cpu_zookeeper_v3.4.8_snapshot2,avg_memory_mb_zookeeper_v3.4.8_snapshot2,avg_latency_ms_zookeeper_v3.4.8_snapshot3,throughput_zookeeper_v3.4.8_snapshot3,cumulative_throughput_zookeeper_v3.4.8_snapshot3,avg_cpu_zookeeper_v3.4.8_snapshot3,avg_memory_mb_zookeeper_v3.4.8_snapshot3
16,26.530266,14445,530424,270.41,1682.81,114.266122,9410,554730,265.46,1720.74,39.699792,48275,600213,262.76,1725.07
17,49.479754,32894,563318,269.63,1700.45,20.298134,49285,604015,268.05,1721.05,20.596222,48552,648765,266.98,1725.42
18,23.965966,41320,604638,275.06,1697.40,21.741000,46068,650083,271.44,1719.50,22.555850,20415,669180,270.91,1724.89
19,21.305414,44603,649241,278.43,1697.80,17.993652,18449,668532,275.88,1784.79,49.456942,31102,700282,280.42,1802.66
20,118.575259,6125,655366,286.01,1775.57,58.908499,28220,696752,282.72,1799.62,22.156205,45117,745399,284.34,1802.72
21,32.647167,40613,695979,289.92,1781.55,27.220271,36672,733424,284.02,1799.62,20.503463,48550,793949,287.90,1807.82
22,27.310957,36622,732601,291.56,1787.53,23.349111,42744,776168,285.49,1805.40,21.097599,47307,841256,290.96,1847.94
23,22.883710,42658,775259,294.52,1787.53,26.495881,37718,813886,287.48,1823.34,19.436892,51519,892775,292.79,1876.79
24,30.701259,33107,808366,298.15,1849.68,22.629611,44129,858015,289.29,1872.54,22.175013,44825,937600,294.85,1878.90
25,22.042714,45580,853946,299.59,1851.10,21.827773,45631,903646,292.08,1873.70,19.977742,50096,987696,296.79,1918.29
26,22.002566,45064,899010,301.72,1852.47,23.299199,42921,946567,294.18,1921.72,20.907563,3861,991557,298.87,1957.71
27,24.884515,39917,938927,304.21,1883.41,21.342213,36742,983309,295.90,1920.57,140.618241,13675,1005232,299.09,1959.25
28,26.383456,18391,957318,306.01,1898.49,0.000000,0,983309,295.85,1961.14,19.396033,37143,1042375,299.28,1959.74
29,0.000000,0,957318,306.18,1924.13,99.925525,22133,1005442,293.95,1961.59,0.000000,0,1042375,303.96,2043.17
30,119.279708,21196,978514,302.89,1925.29,23.178597,34589,1040031,295.30,1961.59,75.650308,30107,1072482,308.54,2054.94
31,16.568795,25783,1004297,304.58,1970.11,0.000000,0,1040031,301.03,2053.13,20.862527,47815,1120297,308.92,2055.53
32,1718.505442,297,1004594,310.75,2037.93,89.107672,24658,1064689,304.01,2058.50,21.402493,46144,1166441,309.98,2055.53
33,53.556026,38085,1042679,312.50,2038.85,23.953710,41736,1106425,305.11,2058.50,19.004532,52827,1219268,311.67,2056.26
34,25.582267,39819,1082498,313.75,2039.01,23.230322,42727,1149152,306.00,2058.50,22.268794,44869,1264137,312.62,2056.26
35,27.036448,36911,1119409,315.38,2039.01,22.214733,44596,1193748,307.79,2058.82,20.576632,48640,1312777,313.62,2087.02
36,26.616841,37524,1156933,316.74,2034.10,24.664812,40960,1234708,308.76,2058.82,20.791800,48135,1360912,315.42,2097.35
37,28.180747,35453,1192386,316.74,2034.10,21.376624,45685,1280393,309.83,2067.09,22.166738,44607,1405519,317.01,2097.35
38,30.427414,32602,1224988,316.89,2057.62,28.743312,35367,1315760,311.19,2077.33,25.168770,39872,1445391,318.18,2161.71
39,48.888970,20449,1245437,316.84,2061.90,22.767246,44126,1359886,311.95,2097.66,24.724353,40318,1485709,319.73,2161.71
40,51.755626,19466,1264903,314.34,2061.90,27.513868,36213,1396099,313.25,2095.92,20.068488,49808,1535517,320.97,2188.52
41,25.135435,39774,1304677,313.33,2061.90,22.797244,43753,1439852,315.11,2154.01,23.003977,37342,1572859,322.50,2191.34
42,49.158886,14246,1318923,313.36,2061.90,26.553047,37604,1477456,316.16,2159.70,25.738841,44470,1617329,322.26,2191.34
43,460.787779,2020,1320943,308.94,2061.90,25.075764,39816,1517272,317.72,2162.94,20.606065,36082,1653411,323.82,2271.26
44,798.188026,1001,1321944,304.40,2061.90,27.466090,36443,1553715,318.92,2189.16,15.961119,26642,1680053,327.59,2271.26
45,611.618222,2000,1323944,298.73,2061.90,31.114126,32051,1585766,319.91,2189.19,2503.381424,314,1680367,331.15,2344.34
46,0.000000,0,1323944,293.09,2061.90,19.251745,39245,1625011,322.24,2267.89,742.432662,2121,1682488,329.88,2364.99
47,1536.733712,1000,1324944,288.60,2061.90,17.257810,38488,1663499,326.07,2312.40,28.183706,41280,1723768,327.98,2405.24
48,0.000000,0,1324944,284.16,2061.91,77.609100,17449,1680948,326.93,2351.92,57.729062,11547,1735315,331.04,2405.83
49,0.000000,0,1324944,279.79,2061.91,17.271076,26298,1707246,329.21,2374.56,37.809915,41969,1777284,332.88,2422.67
50,0.000000,0,1324944,275.96,2062.01,65.863124,26825,1734071,327.74,2374.56,22.759150,43365,1820649,333.18,2423.37
51,0.000000,0,1324944,271.60,2062.11,26.924221,8540,1742611,327.48,2409.47,22.315976,39771,1860420,334.33,2420.48
52,0.000000,0,1324944,267.62,2063.28,0.000000,0,1742611,326.90,2430.80,21.431530,51483,1911903,334.90,2415.66
53,0.000000,0,1324944,263.65,2064.57,146.921020,18850,1761461,323.82,2431.38,26.925653,37324,1949227,335.50,2413.89
54,0.000000,0,1324944,259.72,2064.62,32.216129,30973,1792434,323.85,2426.36,23.623216,42341,1991568,336.17,2413.89
55,0.000000,0,1324944,255.72,2067.53,22.440635,39827,1832261,324.86,2418.76,20.762772,7873,,,
56,0.000000,0,1324944,251.97,2083.20,24.773357,44508,1876769,326.16,2408.98,,,,,
57,0.000000,0,1324944,248.80,2095.98,27.015749,36890,1913659,327.19,2404.83,,,,,
58,0.000000,0,1324944,245.09,2096.41,26.184433,38081,1951740,328.31,2401.15,,,,,
59,0.000000,0,1324944,241.75,2094.68,25.423694,39526,1991266,329.57,2402.29,,,,,
60,0.000000,0,1324944,239.23,2092.90,179.394129,3729,1994995,327.91,2402.48,,,,,
61,0.000000,0,1324944,237.69,2121.98,187.883709,4371,,,,,,,,
62,0.000000,0,1324944,235.35,2131.43,,,,,,,,,,
63,0.000000,0,1324944,233.43,2138.39,,,,,,,,,,
64,0.000000,0,1324944,232.01,2131.07,,,,,,,,,,
65,0.000000,0,1324944,230.38,2132.36,,,,,,,,,,
66,0.000000,0,1324944,228.01,2134.44,,,,,,,,,,
67,0.000000,0,1324944,225.52,2134.18,,,,,,,,,,
68,0.000000,0,1324944,223.32,2134.23,,,,,,,,,,
69,0.000000,0,1324944,220.97,2135.02,,,,,,,,,,
70,0.000000,0,1324944,218.84,2134.48,,,,,,,,,,
71,192.136792,14680,1339624,218.17,2271.74,,,,,,,,,,
72,16.484176,28238,1367862,221.79,2348.91,,,,,,,,,,
73,505.807727,459,1368321,221.84,2354.00,,,,,,,,,,
74,0.000000,0,1368321,219.26,2347.05,,,,,,,,,,
75,2270.946917,163,1368484,218.30,2356.61,,,,,,,,,,
76,0.000000,0,1368484,217.87,2345.44,,,,,,,,,,
77,4083.900317,89,1368573,216.21,2360.03,,,,,,,,,,
78,0.000000,0,1368573,214.42,2376.92,,,,,,,,,,
79,0.000000,0,1368573,212.83,2381.32,,,,,,,,,,
80,0.000000,0,1368573,211.22,2381.34,,,,,,,,,,
81,0.000000,0,1368573,209.75,2381.95,,,,,,,,,,
82,0.000000,0,1368573,208.35,2381.68,,,,,,,,,,
83,65.062848,33947,1402520,207.74,2382.00,,,,,,,,,,
84,31.947166,34222,1436742,210.17,2385.68,,,,,,,,,,
85,24.212519,41777,1478519,212.05,2385.53,,,,,,,,,,
86,30.341049,30104,1508623,214.36,2385.40,,,,,,,,,,
87,30.768872,35307,1543930,216.53,2399.50,,,,,,,,,,
88,27.039192,24168,1568098,217.89,2399.50,,,,,,,,,,
89,48.482172,24723,1592821,220.87,2407.20,,,,,,,,,,
90,15.871820,30611,1623432,224.14,2439.94,,,,,,,,,,
91,2225.781855,313,1623745,227.05,2516.87,,,,,,,,,,
92,866.811014,1772,1625517,227.66,2545.05,,,,,,,,,,
93,30.408145,45133,1670650,227.49,2545.63,,,,,,,,,,
94,26.806405,37281,1707931,228.96,2547.48,,,,,,,,,,
95,26.670326,37461,1745392,230.58,2547.58,,,,,,,,,,
96,24.468847,40615,1786007,231.92,2531.88,,,,,,,,,,
97,40.644687,24685,1810692,232.99,2529.08,,,,,,,,,,
98,26.910248,37309,1848001,234.15,2529.08,,,,,,,,,,
99,25.743809,38713,1886714,235.41,2529.25,,,,,,,,,,
100,29.660021,33563,1920277,236.98,2529.86,,,,,,,,,,
101,23.813782,31746,1952023,238.18,2529.86,,,,,,,,,,
102,429.271653,965,1952988,236.69,2523.39,,,,,,,,,,
103,0.000000,0,1952988,235.11,2517.19,,,,,,,,,,
104,0.000000,0,1952988,232.96,2517.19,,,,,,,,,,
105,0.000000,0,1952988,231.27,2517.19,,,,,,,,,,
106,0.000000,0,1952988,229.60,2517.19,,,,,,,,,,
107,0.000000,0,1952988,227.86,2517.19,,,,,,,,,,
108,0.000000,0,1952988,225.89,2518.68,,,,,,,,,,
109,0.000000,0,1952988,224.52,2524.95,,,,,,,,,,
110,0.000000,0,1952988,223.07,2524.98,,,,,,,,,,
111,0.000000,0,1952988,221.26,2524.98,,,,,,,,,,
112,0.000000,0,1952988,219.29,2522.93,,,,,,,,,,
113,0.000000,0,1952988,218.61,2522.92,,,,,,,,,,
114,0.000000,0,1952988,216.85,2522.93,,,,,,,,,,
115,2076.045290,1456,1954444,215.15,2522.94,,,,,,,,,,
116,148.220939,6067,1960511,213.52,2522.95,,,,,,,,,,
117,18.701092,21105,,,,,,,,,,,,,
