2016-05-05 20:38:58.790094 I | etcdmain: etcd Version: 2.3.0+git
2016-05-05 20:38:58.790145 I | etcdmain: Git SHA: 61add11
2016-05-05 20:38:58.790152 I | etcdmain: Go Version: go1.6.2
2016-05-05 20:38:58.790158 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-05 20:38:58.790164 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-05 20:38:58.790222 I | etcdmain: listening for peers on http://10.240.0.19:2380
2016-05-05 20:38:58.790248 I | etcdmain: listening for client requests on 10.240.0.19:2379
2016-05-05 20:38:58.794816 I | etcdserver: name = etcd-3
2016-05-05 20:38:58.794832 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-05 20:38:58.794840 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-05 20:38:58.794846 I | etcdserver: heartbeat = 100ms
2016-05-05 20:38:58.794851 I | etcdserver: election = 1000ms
2016-05-05 20:38:58.794857 I | etcdserver: snapshot count = 10000
2016-05-05 20:38:58.794866 I | etcdserver: advertise client URLs = http://10.240.0.19:2379
2016-05-05 20:38:58.794873 I | etcdserver: initial advertise peer URLs = http://10.240.0.19:2380
2016-05-05 20:38:58.794889 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-05-05 20:38:58.797859 I | etcdserver: starting member b33da349595da114 in cluster d01df2c6b3269be0
2016-05-05 20:38:58.797913 I | raft: b33da349595da114 became follower at term 0
2016-05-05 20:38:58.797927 I | raft: newRaft b33da349595da114 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-05 20:38:58.797953 I | raft: b33da349595da114 became follower at term 1
2016-05-05 20:38:58.811421 I | rafthttp: the connection with 66358a82ef379101 became active
2016-05-05 20:38:58.813584 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-05 20:38:58.814464 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-05 20:38:58.814482 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-05 20:38:58.814525 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-05-05 20:38:58.814681 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-05-05 20:38:58.814724 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-05-05 20:38:58.814843 I | raft: b33da349595da114 [term: 1] received a MsgApp message with higher term from 8b1cff98eebdba1d [term: 3]
2016-05-05 20:38:58.814916 I | raft: b33da349595da114 became follower at term 3
2016-05-05 20:38:58.814961 I | raft: raft.node: b33da349595da114 elected leader 8b1cff98eebdba1d at term 3
2016-05-05 20:38:58.815060 N | etcdserver: added local member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-05-05 20:38:58.815471 N | membership: set the initial cluster version to 2.2
2016-05-05 20:38:58.818908 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.19:2379]} to cluster d01df2c6b3269be0
2016-05-05 20:38:58.818926 I | etcdmain: ready to serve client requests
2016-05-05 20:38:58.819058 N | etcdmain: serving insecure client requests on 10.240.0.19:2379, this is strongly discouraged!
2016-05-05 20:38:59.313888 I | v2http: enabled capabilities for version 2.2.0
2016-05-05 20:39:02.705129 N | membership: updated the cluster version from 2.2 to 2.3
2016-05-05 20:39:02.815150 I | v2http: enabled capabilities for version 2.3.0
2016-05-05 20:39:05.129143 I | etcdserver: start to snapshot (applied: 10004, lastsnap: 0)
2016-05-05 20:39:05.139977 I | etcdserver: saved snapshot at index 10004
2016-05-05 20:39:05.140272 I | etcdserver: compacted raft log at 5004
2016-05-05 20:39:05.388528 I | etcdserver: start to snapshot (applied: 20132, lastsnap: 10004)
2016-05-05 20:39:05.399343 I | etcdserver: saved snapshot at index 20132
2016-05-05 20:39:05.399552 I | etcdserver: compacted raft log at 15132
2016-05-05 20:39:05.671780 I | etcdserver: start to snapshot (applied: 30262, lastsnap: 20132)
2016-05-05 20:39:05.684683 I | etcdserver: saved snapshot at index 30262
2016-05-05 20:39:05.684843 I | etcdserver: compacted raft log at 25262
2016-05-05 20:39:05.938215 I | etcdserver: start to snapshot (applied: 40338, lastsnap: 30262)
2016-05-05 20:39:05.953824 I | etcdserver: saved snapshot at index 40338
2016-05-05 20:39:05.954019 I | etcdserver: compacted raft log at 35338
2016-05-05 20:39:06.200497 I | etcdserver: start to snapshot (applied: 50439, lastsnap: 40338)
2016-05-05 20:39:06.212537 I | etcdserver: saved snapshot at index 50439
2016-05-05 20:39:06.212722 I | etcdserver: compacted raft log at 45439
2016-05-05 20:39:06.453912 I | etcdserver: start to snapshot (applied: 60446, lastsnap: 50439)
2016-05-05 20:39:06.475161 I | etcdserver: saved snapshot at index 60446
2016-05-05 20:39:06.475737 I | etcdserver: compacted raft log at 55446
2016-05-05 20:39:06.717521 I | etcdserver: start to snapshot (applied: 70460, lastsnap: 60446)
2016-05-05 20:39:06.730868 I | etcdserver: saved snapshot at index 70460
2016-05-05 20:39:06.730999 I | etcdserver: compacted raft log at 65460
2016-05-05 20:39:07.020561 I | etcdserver: start to snapshot (applied: 80470, lastsnap: 70460)
2016-05-05 20:39:07.035045 I | etcdserver: saved snapshot at index 80470
2016-05-05 20:39:07.035260 I | etcdserver: compacted raft log at 75470
2016-05-05 20:39:07.329619 I | etcdserver: start to snapshot (applied: 90930, lastsnap: 80470)
2016-05-05 20:39:07.344673 I | etcdserver: saved snapshot at index 90930
2016-05-05 20:39:07.344863 I | etcdserver: compacted raft log at 85930
2016-05-05 20:39:07.626146 I | etcdserver: start to snapshot (applied: 101042, lastsnap: 90930)
2016-05-05 20:39:07.643704 I | etcdserver: saved snapshot at index 101042
