2016-04-14 22:39:11.807501 I | etcdmain: etcd Version: 2.3.0+git
2016-04-14 22:39:11.807584 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-14 22:39:11.807592 I | etcdmain: Go Version: go1.6
2016-04-14 22:39:11.807598 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-14 22:39:11.807608 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-14 22:39:11.807698 I | etcdmain: listening for peers on http://10.240.0.14:2380
2016-04-14 22:39:11.807729 I | etcdmain: listening for client requests on 10.240.0.14:2379
2016-04-14 22:39:11.813914 I | etcdserver: name = etcd-3
2016-04-14 22:39:11.813940 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-14 22:39:11.813949 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-14 22:39:11.813955 I | etcdserver: heartbeat = 100ms
2016-04-14 22:39:11.813961 I | etcdserver: election = 1000ms
2016-04-14 22:39:11.813967 I | etcdserver: snapshot count = 10000
2016-04-14 22:39:11.813977 I | etcdserver: advertise client URLs = http://10.240.0.14:2379
2016-04-14 22:39:11.813984 I | etcdserver: initial advertise peer URLs = http://10.240.0.14:2380
2016-04-14 22:39:11.813999 I | etcdserver: initial cluster = etcd-1=http://10.240.0.7:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-04-14 22:39:11.817029 I | etcdserver: starting member f9e96ef8c0d0e08c in cluster 14edf9cb39308b6e
2016-04-14 22:39:11.817108 I | raft: f9e96ef8c0d0e08c became follower at term 0
2016-04-14 22:39:11.817128 I | raft: newRaft f9e96ef8c0d0e08c [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-14 22:39:11.817138 I | raft: f9e96ef8c0d0e08c became follower at term 1
2016-04-14 22:39:11.831572 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-14 22:39:11.832644 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-14 22:39:11.832667 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-14 22:39:11.832719 N | etcdmain: serving insecure client requests on 10.240.0.14:2379, this is strongly discouraged!
2016-04-14 22:39:11.834416 I | raft: f9e96ef8c0d0e08c [term: 1] received a MsgHeartbeat message with higher term from ec572e55c25f926a [term: 3]
2016-04-14 22:39:11.834483 I | raft: f9e96ef8c0d0e08c became follower at term 3
2016-04-14 22:39:11.834503 I | raft: raft.node: f9e96ef8c0d0e08c elected leader ec572e55c25f926a at term 3
2016-04-14 22:39:11.834580 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-04-14 22:39:11.835712 I | rafthttp: the connection with ec572e55c25f926a became active
2016-04-14 22:39:11.835854 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 14edf9cb39308b6e
2016-04-14 22:39:11.838011 N | etcdserver: added member ec572e55c25f926a [http://10.240.0.7:2380] to cluster 14edf9cb39308b6e
2016-04-14 22:39:11.838708 N | etcdserver: added local member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 14edf9cb39308b6e
2016-04-14 22:39:11.838970 N | membership: set the initial cluster version to 2.2
2016-04-14 22:39:11.842701 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.14:2379]} to cluster 14edf9cb39308b6e
2016-04-14 22:39:12.334257 I | v2http: enabled capabilities for version 2.2.0
2016-04-14 22:39:15.738638 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-14 22:39:15.836853 I | v2http: enabled capabilities for version 2.3.0
2016-04-14 22:39:37.407296 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-04-14 22:39:37.411904 I | etcdserver: saved snapshot at index 10001
