second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
1947,1.881142,530,982259,56.15,927.05,1.714902,582,1026706,29.80,1084.27
1948,1.891261,527,982786,56.15,927.90,1.713598,583,1027289,29.80,1087.00
1949,1.861935,534,983320,56.15,929.15,1.689149,592,1027881,29.79,1087.00
1950,1.874149,532,983852,56.16,930.05,1.747086,571,1028452,29.79,1087.00
1951,1.878885,530,984382,56.16,930.42,1.828685,547,1028999,29.79,1087.00
1952,1.850419,528,984910,56.16,931.64,1.777259,562,1029561,29.78,1087.00
1953,2.080565,487,985397,56.17,932.67,1.755754,569,1030130,29.78,1087.00
1954,1.855973,536,985933,56.17,932.77,1.789036,558,1030688,29.78,1087.00
1955,1.888912,527,986460,56.17,932.91,1.788451,559,1031247,29.77,1087.00
1956,1.879920,528,986988,56.16,933.16,1.908303,518,1031765,29.78,1087.00
1957,1.889906,528,987516,56.16,933.38,2.173811,464,1032229,29.78,1090.45
1958,1.866489,533,988049,56.16,933.65,2.135193,468,1032697,29.78,1090.45
1959,1.885764,528,988577,56.16,933.65,2.003361,499,1033196,29.78,1090.45
1960,1.925221,517,989094,56.16,934.70,2.055687,486,1033682,29.77,1090.45
1961,1.900355,523,989617,56.16,935.47,2.098257,477,1034159,29.77,1090.45
1962,2.003751,497,990114,56.16,935.47,2.147599,465,1034624,29.77,1090.45
1963,2.039022,488,990602,56.16,935.62,2.185416,457,1035081,29.77,1090.45
1964,2.014508,494,991096,56.16,935.62,2.139488,467,1035548,29.77,1090.45
1965,1.984397,502,991598,56.16,935.62,2.126946,470,1036018,29.77,1092.50
1966,2.110702,472,992070,56.16,935.62,2.193876,455,1036473,29.77,1092.50
1967,2.468559,403,992473,56.16,936.09,1.900113,527,1037000,29.78,1094.55
1968,2.233996,446,992919,56.16,936.09,1.904539,524,1037524,29.80,1098.65
1969,2.342349,426,993345,56.16,936.25,1.864157,536,1038060,29.81,1098.65
1970,2.366427,421,993766,56.16,937.04,1.990227,502,1038562,29.82,1103.44
1971,2.247995,442,994208,56.16,937.33,1.952098,512,1039074,29.81,1103.44
1972,2.369649,421,994629,56.17,939.27,1.763616,566,1039640,29.81,1103.44
1973,2.226079,447,995076,56.17,939.40,1.744944,573,1040213,29.81,1103.44
1974,2.172781,459,995535,56.17,940.62,1.801819,554,1040767,29.80,1103.44
1975,2.187779,455,995990,56.18,941.89,1.827500,547,1041314,29.80,1103.44
1976,1.954619,508,996498,56.18,942.34,1.834056,545,1041859,29.79,1106.85
1977,1.894576,527,997025,56.18,942.52,1.803715,554,1042413,29.79,1106.85
1978,1.901932,523,997548,56.18,942.52,1.800026,555,1042968,29.79,1106.85
1979,1.925819,517,998065,56.18,942.90,1.861736,536,1043504,29.78,1106.85
1980,1.911498,521,998586,56.18,943.03,1.867542,535,1044039,29.78,1106.85
1981,1.905719,522,999108,56.18,943.53,1.804988,554,1044593,29.78,1106.85
1982,1.930463,516,999624,56.17,943.53,1.823939,548,1045141,29.78,1109.58
1983,1.963523,507,1000131,56.18,943.53,1.794309,557,1045698,29.77,1109.58
1984,1.983108,502,1000633,56.18,943.53,1.778777,561,1046259,29.77,1109.58
1985,1.969717,505,1001138,56.18,944.00,1.770296,565,1046824,29.76,1109.58
1986,2.019387,493,1001631,56.18,945.98,1.795619,556,1047380,29.76,1109.58
1987,1.944725,512,1002143,56.19,947.02,1.837347,544,1047924,29.76,1109.58
1988,1.987355,501,1002644,56.19,947.02,1.801219,554,1048478,29.75,1109.58
1989,1.958761,508,1003152,56.19,947.02,1.875586,533,1049011,29.75,1112.33
1990,1.979797,503,1003655,56.19,947.02,1.829409,546,1049557,29.75,1112.33
1991,2.196025,453,1004108,56.19,948.93,1.867685,535,1050092,29.74,1112.33
1992,1.904331,522,1004630,56.20,949.19,1.854025,539,1050631,29.74,1112.33
1993,1.913489,521,1005151,56.20,949.19,1.836272,544,1051175,29.74,1112.33
1994,1.871866,531,1005682,56.20,949.49,1.903044,525,1051700,29.74,1113.01
1995,1.868278,533,1006215,56.20,950.11,1.996469,501,1052201,29.73,1113.01
1996,1.859229,535,1006750,56.19,950.11,2.049018,487,1052688,29.73,1113.01
1997,1.820497,547,1007297,56.19,950.11,2.183593,458,1053146,29.73,1113.01
1998,2.135500,466,1007763,56.19,950.83,2.131873,468,1053614,29.73,1113.01
1999,1.921165,518,1008281,56.18,951.31,2.179322,459,1054073,29.73,1113.01
2000,1.981941,503,1008784,56.19,953.32,2.168295,461,1054534,29.72,1113.01
2001,1.975579,504,1009288,56.19,953.82,2.060315,484,1055018,29.72,1113.01
2002,1.921906,519,1009807,56.19,953.82,2.049311,488,1055506,29.71,1113.01
2003,1.914541,521,1010328,56.18,953.82,2.188606,457,1055963,29.71,1113.69
2004,1.921285,518,1010846,56.18,953.97,1.924767,518,1056481,29.71,1113.69
2005,1.933323,516,1011362,56.18,954.66,1.833392,546,1057027,29.70,1113.69
2006,1.898451,525,1011887,56.18,954.81,1.843300,542,1057569,29.70,1113.69
2007,1.933409,514,1012401,56.18,955.12,1.838048,544,1058113,29.70,1113.69
2008,1.912776,523,1012924,56.17,955.31,1.878633,532,1058645,29.70,1113.69
2009,1.924521,517,1013441,56.17,955.55,1.851275,539,1059184,29.69,1113.69
2010,2.099983,474,1013915,56.18,957.95,1.878637,532,1059716,29.69,1113.69
2011,1.933379,515,1014430,56.18,959.34,1.934152,516,1060232,29.69,1113.69
2012,1.891400,526,1014956,56.19,960.05,1.905820,525,1060757,29.69,1113.69
2013,1.907542,522,1015478,56.19,960.05,1.952796,511,1061268,29.68,1113.69
2014,1.886556,527,1016005,56.18,960.16,1.876912,533,1061801,29.68,1115.06
2015,1.875238,530,1016535,56.18,960.16,1.863472,536,1062337,29.68,1115.06
2016,1.870138,532,1017067,56.18,960.42,2.058564,485,1062822,29.68,1115.06
2017,1.878386,529,1017596,56.18,960.42,2.239333,447,1063269,29.67,1115.06
2018,1.870714,532,1018128,56.18,960.42,2.036135,490,1063759,29.67,1115.74
2019,1.874666,531,1018659,56.18,960.42,2.116477,472,1064231,29.67,1115.74
2020,1.889577,527,1019186,56.17,960.80,2.067826,483,1064714,29.67,1115.74
2021,1.875693,530,1019716,56.17,961.42,2.201548,454,1065168,29.68,1115.74
2022,2.051042,485,1020201,56.17,962.30,2.199652,455,1065623,29.67,1115.74
2023,2.052938,485,1020686,56.17,962.57,2.166742,461,1066084,29.68,1115.74
2024,2.015857,494,1021180,56.17,962.75,2.086704,479,1066563,29.67,1115.74
2025,2.072314,480,1021660,56.18,963.58,2.193199,455,1067018,29.67,1115.74
2026,2.215028,450,1022110,56.18,963.58,1.889700,529,1067547,29.67,1115.74
2027,2.291991,434,1022544,56.18,963.85,1.821402,549,1068096,29.67,1115.74
2028,2.301075,433,1022977,56.18,963.85,1.801077,555,1068651,29.66,1115.74
2029,2.344618,425,1023402,56.18,964.30,1.768219,565,1069216,29.66,1115.74
2030,2.587928,385,1023787,56.19,966.00,1.781106,561,1069777,29.66,1115.74
2031,2.360821,422,1024209,56.19,966.00,1.847340,541,1070318,29.65,1115.74
2032,2.195450,454,1024663,56.19,966.72,1.890973,528,1070846,29.65,1117.79
2033,2.142125,465,1025128,56.19,967.07,1.812593,551,1071397,29.65,1117.79
2034,2.184414,456,1025584,56.19,967.65,1.837870,544,1071941,29.64,1119.83
2035,2.181646,456,1026040,56.19,967.65,1.810935,551,1072492,29.64,1119.83
2036,1.960324,508,1026548,56.18,967.92,1.800069,556,1073048,29.64,1119.83
2037,1.904931,523,1027071,56.18,968.69,1.734087,576,1073624,29.64,1119.83
2038,1.899369,524,1027595,56.19,970.83,1.689412,591,1074215,29.65,1125.30
2039,1.874055,531,1028126,56.19,971.09,1.657676,603,1074818,29.67,1125.31
2040,1.847426,538,1028664,56.19,971.09,1.673959,597,1075415,29.68,1130.11
2041,1.899985,524,1029188,56.19,971.19,1.695174,589,1076004,29.69,1134.21
2042,1.930899,516,1029704,56.19,971.31,1.744036,573,1076577,29.69,1134.21
2043,1.979427,502,1030206,56.19,971.53,1.742996,573,1077150,29.68,1134.21
2044,1.911155,521,1030727,56.19,971.68,1.841208,542,1077692,29.69,1134.21
2045,1.959723,508,1031235,56.19,971.68,1.799428,555,1078247,29.69,1134.20
2046,1.932291,515,1031750,56.19,971.68,1.769976,565,1078812,29.68,1134.20
2047,1.912044,521,1032271,56.19,971.68,1.809015,552,1079364,29.68,1134.20
2048,1.960889,507,1032778,56.18,971.68,1.958832,510,1079874,29.67,1134.20
2049,1.957491,508,1033286,56.19,972.96,1.687994,592,1080466,29.79,1138.38
2050,2.140624,465,1033751,56.20,974.51,1.698022,588,1081054,29.79,1138.38
2051,1.911723,521,1034272,56.19,975.36,1.728212,579,1081633,29.78,1138.38
2052,1.897898,524,1034796,56.20,975.36,1.718572,581,1082214,29.77,1138.58
2053,1.897562,524,1035320,56.21,977.89,1.716488,582,1082796,29.77,1138.58
2054,1.904257,523,1035843,56.21,978.01,1.797942,556,1083352,29.77,1138.58
2055,1.927653,517,1036360,56.21,978.11,2.140402,467,1083819,29.76,1142.79
2056,1.908048,521,1036881,56.20,978.11,2.050238,487,1084306,29.77,1142.79
2057,1.833371,543,1037424,56.20,978.11,2.003209,499,1084805,29.76,1142.79
2058,1.855053,535,1037959,56.20,978.36,2.080412,480,1085285,29.76,1142.79
2059,1.892576,527,1038486,56.20,978.36,2.040320,490,1085775,29.76,1142.79
2060,1.893480,527,1039013,56.19,978.36,2.022067,494,1086269,29.76,1142.79
2061,1.911609,521,1039534,56.19,979.04,2.058111,486,1086755,29.75,1142.79
2062,1.927685,517,1040051,56.19,980.15,1.922794,519,1087274,29.76,1142.79
2063,1.924048,518,1040569,56.19,980.56,1.964806,509,1087783,29.75,1142.79
2064,1.963188,507,1041076,56.19,980.85,1.890131,528,1088311,29.75,1142.79
2065,1.942507,513,1041589,56.19,980.85,1.838321,543,1088854,29.75,1142.79
2066,1.885641,529,1042118,56.19,981.08,1.863709,536,1089390,29.74,1142.84
2067,1.906878,522,1042640,56.19,981.46,1.909088,524,1089914,29.75,1142.85
2068,1.916868,520,1043160,56.18,982.33,1.782531,560,1090474,29.74,1142.85
2069,2.074289,480,1043640,56.20,983.85,1.992734,501,1090975,29.74,1142.85
2070,1.826976,544,1044184,56.19,983.85,1.919554,520,1091495,29.76,1142.85
2071,1.845165,539,1044723,56.19,983.85,2.418218,414,1091909,29.77,1144.22
2072,1.884305,528,1045251,56.19,984.33,2.039930,490,1092399,29.78,1148.32
2073,1.868544,533,1045784,56.18,984.33,1.829442,434,1092833,29.80,1152.42
2074,1.889312,527,1046311,56.18,984.63,0.000000,0,1092833,29.94,1154.46
2075,1.926704,516,1046827,56.18,984.77,4.044715,545,1093378,29.92,1154.52
2076,1.872769,531,1047358,56.18,984.87,1.951892,512,1093890,29.92,1154.52
2077,1.887870,527,1047885,56.18,986.20,2.154500,463,1094353,29.94,1154.52
2078,1.878535,530,1048415,56.19,988.00,2.203544,454,1094807,29.93,1154.52
2079,1.851262,537,1048952,56.19,988.17,2.203315,453,1095260,29.93,1158.62
2080,1.863661,534,1049486,56.19,988.36,2.103810,475,1095735,29.93,1158.62
2081,1.861493,533,1050019,56.19,988.94,2.070168,483,1096218,29.93,1158.62
2082,1.951914,511,1050530,56.18,989.54,2.023301,494,1096712,29.92,1158.62
2083,1.990264,500,1051030,56.18,989.85,2.055140,486,1097198,29.92,1158.62
2084,1.960224,508,1051538,56.18,990.18,2.112961,473,1097671,29.91,1158.62
2085,2.000204,497,1052035,56.18,990.18,2.111496,472,1098143,29.92,1158.62
2086,2.171089,459,1052494,56.18,990.45,1.832063,546,1098689,29.91,1158.62
2087,2.284212,436,1052930,56.18,990.60,1.745314,573,1099262,29.91,1161.35
2088,2.277326,437,1053367,56.18,990.89,1.777673,561,1099823,29.90,1161.35
2089,2.559137,389,1053756,56.18,994.56,1.920947,521,1100344,29.90,1164.14
2090,2.308902,431,1054187,56.20,995.78,1.904301,524,1100868,29.91,1164.14
2091,2.296477,434,1054621,56.20,995.89,1.892285,528,1101396,29.90,1164.14
2092,2.311810,431,1055052,56.20,995.89,1.949467,513,1101909,29.90,1164.14
2093,2.183232,456,1055508,56.20,995.89,1.919886,520,1102429,29.89,1164.14
2094,2.224182,447,1055955,56.20,996.00,1.834497,545,1102974,29.89,1164.14
2095,2.236168,445,1056400,56.20,996.16,1.748992,571,1103545,29.89,1164.14
2096,2.003993,496,1056896,56.20,996.29,1.773959,563,1104108,29.89,1164.14
2097,1.906388,522,1057418,56.19,996.29,1.757809,568,1104676,29.88,1164.14
2098,1.875541,531,1057949,56.19,996.53,1.855843,539,1105215,29.88,1164.14
2099,1.897699,524,1058473,56.19,996.79,1.856693,538,1105753,29.88,1168.24
2100,1.934804,515,1058988,56.19,996.79,1.816418,550,1106303,29.87,1168.24
2101,1.889132,526,1059514,56.19,996.79,2.019850,494,1106797,29.87,1168.24
2102,1.931689,515,1060029,56.18,996.79,1.994733,501,1107298,29.86,1168.24
2103,1.968905,506,1060535,56.19,997.60,1.832713,545,1107843,29.86,1168.25
2104,1.999161,497,1061032,56.19,997.60,1.819711,549,1108392,29.86,1168.25
2105,2.000037,499,1061531,56.18,998.65,1.826320,547,1108939,29.86,1168.25
2106,1.972745,504,1062035,56.20,999.31,1.882092,531,1109470,29.85,1173.04
2107,1.960087,508,1062543,56.20,999.58,1.832467,545,1110015,29.85,1173.04
2108,1.959281,508,1063051,56.20,999.99,1.838607,543,1110558,29.84,1173.04
2109,1.971970,498,1063549,56.20,999.99,1.816841,550,1111108,29.84,1173.05
2110,2.180791,463,1064012,56.21,1001.96,1.879804,532,1111640,29.84,1173.05
2111,2.019114,493,1064505,56.21,1002.28,1.773733,563,1112203,29.84,1173.05
2112,1.970816,505,1065010,56.21,1002.28,1.869441,534,1112737,29.83,1173.05
2113,1.911423,520,1065530,56.21,1002.42,1.782215,561,1113298,29.83,1173.05
2114,1.915756,519,1066049,56.21,1002.84,1.843781,542,1113840,29.83,1173.05
2115,1.943421,512,1066561,56.21,1003.22,2.043941,489,1114329,29.83,1173.05
2116,1.946550,511,1067072,56.20,1005.46,2.139665,467,1114796,29.83,1173.05
2117,1.905353,522,1067594,56.22,1006.79,2.074477,481,1115277,29.83,1176.52
2118,1.983557,502,1068096,56.21,1006.79,2.037311,491,1115768,29.83,1176.52
2119,1.971370,505,1068601,56.21,1007.14,2.134123,468,1116236,29.83,1176.52
2120,1.989798,501,1069102,56.21,1007.14,2.039126,490,1116726,29.83,1178.57
2121,2.031080,491,1069593,56.20,1007.37,2.029041,492,1117218,29.82,1178.57
2122,2.036009,489,1070082,56.20,1007.37,2.043877,489,1117707,29.82,1178.57
2123,1.978983,504,1070586,56.20,1007.74,2.096000,477,1118184,29.82,1178.57
2124,1.982299,503,1071089,56.19,1007.74,1.980831,504,1118688,29.82,1178.57
2125,1.985387,502,1071591,56.19,1007.74,1.921707,520,1119208,29.81,1178.57
2126,1.950572,511,1072102,56.19,1007.74,1.898674,526,1119734,29.81,1179.94
2127,1.930153,516,1072618,56.18,1007.74,1.930476,518,1120252,29.81,1182.67
2128,1.949584,511,1073129,56.18,1007.95,1.815505,549,1120801,29.81,1182.67
2129,1.988609,500,1073629,56.18,1008.27,1.789557,559,1121360,29.81,1182.67
2130,2.190010,455,1074084,56.18,1010.07,1.791607,558,1121918,29.81,1182.67
2131,1.945294,512,1074596,56.19,1011.26,2.144013,466,1122384,29.80,1182.67
2132,1.904348,522,1075118,56.20,1013.44,1.936253,507,1122891,29.81,1185.40
2133,1.876553,531,1075649,56.20,1013.44,15.656032,65,1122956,29.84,1191.57
2134,1.971862,505,1076154,56.20,1013.75,1.919396,520,1123476,29.94,1194.42
2135,1.918083,518,1076672,56.20,1014.63,1.851125,540,1124016,29.96,1196.99
2136,1.908977,522,1077194,56.20,1015.31,1.983463,504,1124520,29.96,1199.73
2137,1.893028,525,1077719,56.19,1015.44,2.003899,498,1125018,29.96,1199.73
2138,1.867672,533,1078252,56.19,1015.72,2.045911,489,1125507,29.95,1203.82
2139,1.855267,536,1078788,56.19,1015.91,2.045949,488,1125995,29.95,1203.82
2140,1.893455,526,1079314,56.19,1015.91,2.042350,489,1126484,29.96,1203.82
2141,1.936099,514,1079828,56.19,1016.53,2.114260,472,1126956,29.95,1203.82
2142,2.003884,496,1080324,56.19,1017.06,1.991502,503,1127459,29.95,1206.55
2143,1.999284,498,1080822,56.20,1017.92,2.047310,488,1127947,29.95,1206.55
2144,1.989912,500,1081322,56.20,1018.08,2.026298,492,1128439,29.96,1206.55
2145,2.056536,484,1081806,56.20,1018.08,1.973945,507,1128946,29.95,1206.55
2146,2.347858,424,1082230,56.20,1018.08,1.741902,573,1129519,29.95,1206.55
2147,2.405880,413,1082643,56.20,1018.08,1.788935,559,1130078,29.95,1206.55
2148,2.367488,421,1083064,56.20,1018.08,1.881604,531,1130609,29.95,1209.28
2149,2.384155,417,1083481,56.19,1018.08,1.859565,538,1131147,29.94,1209.28
2150,2.275146,439,1083920,56.19,1018.08,1.896999,526,1131673,29.94,1209.28
2151,2.613986,380,1084300,56.19,1019.49,1.887291,530,1132203,29.94,1209.28
2152,2.191850,456,1084756,56.20,1020.34,1.814872,550,1132753,29.93,1211.33
2153,2.139596,465,1085221,56.20,1020.34,1.786109,559,1133312,29.93,1211.33
2154,2.325134,429,1085650,56.20,1020.53,1.733859,577,1133889,29.93,1211.33
2155,2.285363,435,1086085,56.20,1020.78,1.851727,539,1134428,29.93,1211.33
2156,2.034615,490,1086575,56.20,1021.08,1.780870,561,1134989,29.92,1211.33
2157,1.876200,530,1087105,56.20,1021.33,1.763950,567,1135556,29.92,1211.33
2158,1.877141,530,1087635,56.20,1021.83,1.745025,572,1136128,29.92,1211.33
2159,1.859651,535,1088170,56.19,1022.66,1.834646,544,1136672,29.91,1211.33
2160,1.898600,524,1088694,56.20,1024.99,1.889453,530,1137202,29.91,1211.33
2161,1.906739,522,1089216,56.20,1025.26,1.788237,559,1137761,29.91,1211.33
2162,2.005205,496,1089712,56.20,1025.26,2.109116,473,1138234,29.90,1211.33
2163,1.950381,511,1090223,56.21,1025.37,2.054741,486,1138720,29.90,1212.70
2164,1.905913,521,1090744,56.20,1025.37,1.840458,544,1139264,29.89,1212.70
2165,1.917652,520,1091264,56.20,1025.88,1.796460,556,1139820,29.89,1212.70
2166,1.951490,510,1091774,56.20,1025.97,1.789437,558,1140378,29.89,1212.70
2167,1.937454,514,1092288,56.21,1026.24,1.834930,545,1140923,29.88,1212.69
2168,1.959238,508,1092796,56.21,1026.24,1.843346,542,1141465,29.88,1212.69
2169,1.957996,508,1093304,56.21,1027.06,1.830899,545,1142010,29.88,1212.69
2170,1.941819,513,1093817,56.21,1027.06,1.878703,532,1142542,29.88,1212.69
2171,1.935218,514,1094331,56.21,1028.61,1.824361,548,1143090,29.87,1212.69
2172,2.162230,460,1094791,56.22,1031.59,1.831461,545,1143635,29.87,1212.69
2173,1.872418,531,1095322,56.23,1032.21,1.902470,525,1144160,29.86,1212.69
2174,1.885977,527,1095849,56.23,1032.43,2.068920,483,1144643,29.86,1214.06
2175,1.839457,541,1096390,56.23,1032.63,2.122305,471,1145114,29.86,1214.06
2176,1.916012,520,1096910,56.22,1033.08,2.124238,470,1145584,29.86,1214.06
2177,1.914665,519,1097429,56.22,1033.21,2.071671,483,1146067,29.86,1214.06
2178,1.946068,513,1097942,56.22,1033.47,2.020801,494,1146561,29.86,1214.06
2179,1.977980,503,1098445,56.22,1033.63,2.033794,491,1147052,29.85,1214.06
2180,1.965864,507,1098952,56.22,1034.03,2.048226,488,1147540,29.85,1214.06
2181,1.953348,511,1099463,56.21,1034.03,2.081928,480,1148020,29.85,1214.06
2182,1.995383,499,1099962,56.21,1034.03,2.089156,470,1148490,29.85,1214.06
2183,1.986766,502,1100464,56.21,1034.03,2.206022,461,1148951,29.85,1214.06
2184,1.925779,517,1100981,56.21,1034.03,1.968401,507,1149458,29.85,1214.06
2185,1.940048,514,1101495,56.20,1034.31,1.858209,538,1149996,29.84,1214.06
2186,1.947869,511,1102006,56.20,1035.13,1.765786,565,1150561,29.84,1214.05
2187,1.966825,507,1102513,56.21,1036.22,1.889455,529,1151090,29.84,1214.05
2188,1.926855,517,1103030,56.21,1036.60,1.828852,546,1151636,29.83,1214.05
2189,1.956110,508,1103538,56.21,1036.60,1.912984,523,1152159,29.84,1214.05
2190,1.953639,509,1104047,56.21,1036.72,1.830207,545,1152704,29.85,1214.05
2191,1.924335,517,1104564,56.21,1036.81,1.941151,515,1153219,29.86,1214.06
2192,2.107697,472,1105036,56.21,1037.19,1.873506,533,1153752,29.88,1218.15
2193,1.898269,524,1105560,56.21,1039.33,1.918114,521,1154273,29.88,1219.53
2194,1.899814,523,1106083,56.21,1039.33,1.984139,504,1154777,29.88,1219.53
2195,1.860569,536,1106619,56.21,1039.49,1.821670,548,1155325,29.87,1219.53
2196,1.892886,525,1107144,56.21,1039.82,1.970730,507,1155832,29.87,1219.53
2197,1.875576,530,1107674,56.21,1040.57,2.175952,459,1156291,29.87,1219.53
2198,1.864722,532,1108206,56.20,1042.53,2.087475,478,1156769,29.87,1219.53
2199,1.951025,512,1108718,56.21,1043.93,2.036902,491,1157260,29.87,1219.53
2200,1.915292,519,1109237,56.21,1044.19,2.092551,477,1157737,29.87,1219.53
2201,1.918746,518,1109755,56.21,1044.19,2.245277,445,1158182,29.87,1223.63
2202,2.009155,496,1110251,56.21,1044.19,2.091358,478,1158660,29.87,1223.63
2203,2.002646,497,1110748,56.20,1044.19,2.028095,492,1159152,29.87,1223.63
2204,2.098365,474,1111222,56.21,1044.52,1.949765,512,1159664,29.87,1223.63
2205,2.065133,482,1111704,56.20,1044.52,1.945706,514,1160178,29.87,1223.63
2206,2.207953,451,1112155,56.20,1045.14,1.812611,551,1160729,29.87,1223.63
2207,2.434866,409,1112564,56.20,1045.14,1.771725,564,1161293,29.87,1223.63
2208,2.377200,419,1112983,56.20,1045.65,1.833966,545,1161838,29.87,1223.63
2209,2.355494,423,1113406,56.20,1047.01,1.879378,532,1162370,29.86,1223.63
2210,2.374759,419,1113825,56.20,1047.01,1.865058,535,1162905,29.86,1223.63
2211,2.369763,420,1114245,56.20,1047.27,1.826227,548,1163453,29.86,1223.63
2212,2.346672,425,1114670,56.20,1047.27,1.858408,537,1163990,29.86,1223.63
2213,2.248467,443,1115113,56.19,1047.44,1.829809,546,1164536,29.85,1223.63
2214,2.513491,370,1115483,56.20,1047.87,1.974562,506,1165042,29.85,1223.63
2215,2.501592,424,1115907,56.20,1050.81,1.786403,560,1165602,29.86,1223.63
2216,2.003304,497,1116404,56.22,1051.85,1.788787,558,1166160,29.88,1229.09
2217,1.939513,513,1116917,56.21,1051.95,1.785720,560,1166720,29.89,1229.09
2218,1.922227,518,1117435,56.21,1052.22,1.754763,569,1167289,29.90,1233.88
2219,1.893214,525,1117960,56.21,1052.22,1.731428,577,1167866,29.90,1234.56
2220,1.925905,517,1118477,56.21,1052.22,1.679963,595,1168461,29.90,1234.56
2221,1.886593,527,1119004,56.21,1052.22,1.716719,582,1169043,29.90,1234.56
2222,1.966682,506,1119510,56.21,1052.36,1.845739,541,1169584,29.89,1234.56
2223,1.965160,506,1120016,56.21,1052.77,1.921657,520,1170104,29.89,1234.56
2224,2.031670,489,1120505,56.21,1052.77,1.836931,544,1170648,29.89,1234.56
2225,1.991470,500,1121005,56.21,1053.82,1.764361,566,1171214,29.89,1234.56
2226,1.983015,502,1121507,56.21,1054.00,1.762871,567,1171781,29.89,1238.65
2227,1.953973,509,1122016,56.21,1054.64,1.724359,579,1172360,29.88,1238.65
2228,2.018878,493,1122509,56.22,1055.25,1.729840,578,1172938,29.88,1238.65
2229,1.978847,502,1123011,56.22,1055.39,1.767158,565,1173503,29.88,1240.01
2230,1.968154,506,1123517,56.22,1055.88,1.733764,577,1174080,29.88,1240.01
2231,1.917985,519,1124036,56.22,1056.22,1.698801,588,1174668,29.87,1240.01
2232,1.901837,522,1124558,56.22,1056.22,1.763207,567,1175235,29.87,1240.01
2233,1.900977,524,1125082,56.22,1056.92,1.677410,595,1175830,29.87,1240.01
2234,1.866513,534,1125616,56.22,1056.92,1.830879,545,1176375,29.86,1240.01
2235,1.877859,530,1126146,56.21,1057.48,2.043322,489,1176864,29.86,1243.42
2236,2.079812,479,1126625,56.22,1059.48,2.024625,494,1177358,29.86,1243.42
2237,1.887496,527,1127152,56.22,1059.48,2.039665,489,1177847,29.86,1243.42
2238,1.864618,534,1127686,56.22,1059.48,2.013520,497,1178344,29.86,1243.42
2239,1.939348,513,1128199,56.22,1059.48,2.000919,499,1178843,29.85,1243.42
2240,1.986295,502,1128701,56.22,1059.48,2.103309,475,1179318,29.86,1247.52
2241,1.914528,521,1129222,56.22,1059.48,2.022014,494,1179812,29.86,1247.52
2242,2.007900,497,1129719,56.21,1059.81,2.111588,474,1180286,29.85,1247.52
2243,2.000333,497,1130216,56.22,1060.32,1.971086,507,1180793,29.86,1247.52
2244,1.903670,524,1130740,56.22,1060.79,1.888554,529,1181322,29.86,1247.52
2245,1.950794,511,1131251,56.22,1060.79,1.796686,556,1181878,29.85,1247.52
2246,1.956972,509,1131760,56.22,1060.79,1.763630,566,1182444,29.85,1247.52
2247,1.905032,523,1132283,56.21,1061.18,1.766153,565,1183009,29.85,1247.52
2248,1.949491,510,1132793,56.21,1061.41,2.117689,473,1183482,29.85,1247.52
2249,1.918985,519,1133312,56.21,1062.21,1.960288,510,1183992,29.84,1247.52
2250,1.828699,544,1133856,56.21,1062.21,1.714627,582,1184574,29.83,1247.52
2251,1.859172,534,1134390,56.21,1062.21,1.809893,552,1185126,29.83,1247.52
2252,1.849281,538,1134928,56.21,1062.59,2.040355,490,1185616,29.90,1249.39
2253,1.906459,521,1135449,56.20,1063.17,1.807498,553,1186169,29.96,1250.81
2254,1.903170,523,1135972,56.20,1063.72,1.677588,595,1186764,29.95,1250.81
2255,1.868822,533,1136505,56.20,1064.02,1.828710,546,1187310,29.94,1250.81
2256,2.211401,450,1136955,56.21,1066.80,2.030826,492,1187802,29.94,1250.81
2257,1.874681,531,1137486,56.22,1067.67,2.107959,474,1188276,29.94,1251.49
2258,1.878139,530,1138016,56.22,1067.67,2.182085,458,1188734,29.93,1251.49
2259,1.866325,533,1138549,56.22,1067.67,2.160174,462,1189196,29.93,1251.49
2260,1.923122,518,1139067,56.22,1067.86,2.150463,465,1189661,29.93,1251.49
2261,1.899107,524,1139591,56.21,1067.96,2.080174,480,1190141,29.93,1251.49
2262,2.048022,486,1140077,56.22,1068.26,2.101586,475,1190616,29.93,1251.49
2263,2.029516,490,1140567,56.21,1068.26,2.185962,457,1191073,29.93,1251.49
2264,2.016911,493,1141060,56.21,1068.79,2.138183,468,1191541,29.93,1251.49
2265,2.013980,494,1141554,56.21,1068.79,2.022513,494,1192035,29.92,1251.49
2266,2.159069,460,1142014,56.21,1068.92,1.923700,519,1192554,29.92,1251.49
2267,2.242720,445,1142459,56.21,1068.92,1.779066,562,1193116,29.92,1251.49
2268,2.326073,428,1142887,56.21,1068.92,1.767115,565,1193681,29.92,1251.49
2269,2.448655,406,1143293,56.21,1069.84,1.867098,535,1194216,29.92,1250.35
2270,2.391188,417,1143710,56.21,1070.18,1.781316,561,1194777,29.92,1250.35
2271,2.356414,423,1144133,56.21,1071.12,1.880441,531,1195308,29.91,1250.35
2272,2.219833,449,1144582,56.22,1073.01,1.832515,545,1195853,29.92,1250.35
