2016-04-14 22:59:21.457551 I | etcdmain: etcd Version: 2.3.0+git
2016-04-14 22:59:21.457619 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-14 22:59:21.457626 I | etcdmain: Go Version: go1.6
2016-04-14 22:59:21.457632 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-14 22:59:21.457643 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-14 22:59:21.457715 I | etcdmain: listening for peers on http://10.240.0.29:2380
2016-04-14 22:59:21.457743 I | etcdmain: listening for client requests on 10.240.0.29:2379
2016-04-14 22:59:21.463945 I | etcdserver: name = etcd-2
2016-04-14 22:59:21.463965 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-14 22:59:21.463974 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-14 22:59:21.463980 I | etcdserver: heartbeat = 100ms
2016-04-14 22:59:21.463985 I | etcdserver: election = 1000ms
2016-04-14 22:59:21.463991 I | etcdserver: snapshot count = 10000
2016-04-14 22:59:21.464000 I | etcdserver: advertise client URLs = http://10.240.0.29:2379
2016-04-14 22:59:21.464007 I | etcdserver: initial advertise peer URLs = http://10.240.0.29:2380
2016-04-14 22:59:21.464021 I | etcdserver: initial cluster = etcd-1=http://10.240.0.28:2380,etcd-2=http://10.240.0.29:2380,etcd-3=http://10.240.0.30:2380
2016-04-14 22:59:21.467700 I | etcdserver: starting member 50bb6dbcc32550d5 in cluster 61a876588496a5c6
2016-04-14 22:59:21.467749 I | raft: 50bb6dbcc32550d5 became follower at term 0
2016-04-14 22:59:21.467762 I | raft: newRaft 50bb6dbcc32550d5 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-14 22:59:21.467769 I | raft: 50bb6dbcc32550d5 became follower at term 1
2016-04-14 22:59:21.487700 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-14 22:59:21.488984 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-14 22:59:21.489002 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-14 22:59:21.489202 I | rafthttp: the connection with 8cda4bbd5d1feaab became active
2016-04-14 22:59:21.489234 N | etcdmain: serving insecure client requests on 10.240.0.29:2379, this is strongly discouraged!
2016-04-14 22:59:21.489955 N | etcdserver: added local member 50bb6dbcc32550d5 [http://10.240.0.29:2380] to cluster 61a876588496a5c6
2016-04-14 22:59:21.490104 N | etcdserver: added member 8cda4bbd5d1feaab [http://10.240.0.28:2380] to cluster 61a876588496a5c6
