second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8_snapshot2,throughput_zookeeper_v3.4.8_snapshot2,cumulative_throughput_zookeeper_v3.4.8_snapshot2,avg_cpu_zookeeper_v3.4.8_snapshot2,avg_memory_mb_zookeeper_v3.4.8_snapshot2,avg_latency_ms_zookeeper_v3.4.8_snapshot3,throughput_zookeeper_v3.4.8_snapshot3,cumulative_throughput_zookeeper_v3.4.8_snapshot3,avg_cpu_zookeeper_v3.4.8_snapshot3,avg_memory_mb_zookeeper_v3.4.8_snapshot3
954,2.995703,333,431893,55.84,505.99,2.096509,476,467819,28.17,602.84,1.888745,529,476430,26.08,581.59
955,2.810330,354,432247,55.84,506.48,2.119296,472,468291,28.17,603.53,1.864873,535,476965,26.08,581.59
956,2.997015,333,432580,55.84,506.48,2.100897,476,468767,28.18,603.86,1.869096,535,477500,26.08,581.93
957,3.224971,310,432890,55.83,506.70,2.030866,491,469258,28.17,603.86,1.880158,531,478031,26.07,581.93
958,3.443730,288,433178,55.83,507.39,1.886493,530,469788,28.17,605.23,1.930536,518,478549,26.07,581.93
959,3.417501,293,433471,55.82,507.39,1.821057,549,470337,28.17,605.23,1.929505,517,479066,26.07,582.61
960,2.433352,410,433881,55.82,507.39,1.902657,525,470862,28.17,605.71,1.889831,529,479595,26.07,583.30
961,2.301193,433,434314,55.83,507.51,1.849853,540,471402,28.17,606.40,2.020958,495,480090,26.07,583.64
962,2.161406,462,434776,55.83,507.51,1.864605,536,471938,28.16,606.06,2.053303,486,480576,26.08,583.64
963,2.222282,448,435224,55.84,508.20,1.879093,532,472470,28.16,606.74,2.392097,418,480994,26.08,583.29
964,2.221525,449,435673,55.86,508.20,2.121353,471,472941,28.16,606.39,2.473229,404,481398,26.08,583.29
965,2.446883,407,436080,55.86,508.96,2.110930,472,473413,28.16,606.39,2.420101,412,481810,26.08,583.29
966,2.069726,482,436562,55.86,509.27,2.150843,170,473583,28.31,607.08,2.340244,428,482238,26.08,583.98
967,2.081080,478,437040,55.85,509.27,3.523580,464,474047,28.34,606.77,2.406011,415,482653,26.08,584.66
968,2.160073,462,437502,55.85,509.69,2.070136,483,474530,28.33,606.77,2.353029,425,483078,26.08,585.42
969,2.264153,440,437942,55.85,510.15,2.135209,468,474998,28.33,606.77,2.417939,414,483492,26.08,585.89
970,2.256689,442,438384,55.86,510.69,2.065646,483,475481,28.32,606.77,2.273861,439,483931,26.09,586.57
971,2.095665,475,438859,55.86,510.69,2.017474,496,475977,28.32,606.77,1.989503,502,484433,26.08,586.80
972,2.123326,468,439327,55.86,510.88,2.062189,485,476462,28.31,606.77,2.016553,247,484680,26.08,586.80
973,2.086689,479,439806,55.86,511.43,1.986460,503,476965,28.31,606.77,3.181904,472,485152,26.24,587.95
974,2.134804,467,440273,55.85,511.55,1.837278,544,477509,28.31,607.45,1.901269,525,485677,26.23,587.95
975,2.056471,485,440758,55.87,514.36,1.899423,526,478035,28.30,607.32,1.902629,525,486202,26.22,587.95
976,2.110106,472,441230,55.87,515.72,1.903419,525,478560,28.30,607.32,1.893243,528,486730,26.22,587.64
977,2.077305,480,441710,55.87,515.72,1.883863,530,479090,28.30,607.32,1.987842,503,487233,26.21,588.32
978,2.176564,458,442168,55.88,517.07,1.841184,542,479632,28.29,607.32,2.111043,473,487706,26.21,588.32
979,2.067099,482,442650,55.87,517.16,1.852856,539,480171,28.29,607.32,2.114154,473,488179,26.21,589.00
980,2.113995,471,443121,55.87,517.16,1.996004,500,480671,28.28,606.63,2.060771,484,488663,26.21,589.34
981,2.062629,483,443604,55.87,517.85,2.031606,493,481164,28.29,607.74,2.099024,477,489140,26.21,589.95
982,2.182626,457,444061,55.87,518.13,2.050341,487,481651,28.29,608.42,2.058280,485,489625,26.21,590.63
983,2.029913,491,444552,55.87,518.31,1.968192,508,482159,28.29,608.08,2.109597,472,490097,26.21,590.63
984,2.126921,468,445020,55.86,518.31,2.114119,472,482631,28.29,608.08,2.040005,492,490589,26.21,591.41
985,2.117828,471,445491,55.87,520.08,2.029888,493,483124,28.29,608.08,2.073045,482,491071,26.21,591.41
986,2.289382,436,445927,55.90,520.62,2.031185,492,483616,28.29,607.74,2.091925,477,491548,26.22,592.10
987,2.101517,474,446401,55.89,520.77,1.970473,507,484123,28.29,608.42,1.939613,515,492063,26.21,592.62
988,2.074956,480,446881,55.89,520.97,1.896856,526,484649,28.30,609.79,1.910167,524,492587,26.22,592.71
989,2.114096,472,447353,55.88,520.97,1.950532,513,485162,28.30,609.79,1.873902,533,493120,26.22,593.05
990,2.101366,474,447827,55.88,521.17,1.853738,539,485701,28.30,611.15,1.895836,527,493647,26.21,593.74
991,2.137102,467,448294,55.88,521.17,1.874349,533,486234,28.30,611.49,1.874202,533,494180,26.21,594.43
992,2.120546,470,448764,55.88,521.42,1.882776,530,486764,28.30,612.86,1.882177,531,494711,26.21,594.77
993,2.076858,480,449244,55.88,521.66,1.851345,540,487304,28.33,616.35,1.950270,512,495223,26.21,595.45
994,2.253941,442,449686,55.88,522.22,1.822887,548,487852,28.36,619.15,1.929355,518,495741,26.21,596.13
995,2.096235,476,450162,55.88,522.42,1.816749,391,488243,28.39,619.83,1.917453,521,496262,26.21,597.15
996,2.132850,467,450629,55.88,524.66,4.788704,269,488512,28.55,619.87,1.921428,520,496782,26.21,598.17
997,2.100474,474,451103,55.90,526.70,1.852471,539,489051,28.54,620.56,1.901195,526,497308,26.20,598.86
998,2.069251,482,451585,55.90,527.00,1.897717,526,489577,28.53,620.59,1.876626,532,497840,26.20,598.86
999,2.087955,477,452062,55.90,527.00,1.880061,532,490109,28.53,620.59,1.874670,533,498373,26.20,599.54
1000,2.239602,445,452507,55.90,527.26,1.893229,528,490637,28.52,621.27,1.908564,524,498897,26.20,599.46
1001,2.243138,444,452951,55.89,527.26,1.882749,530,491167,28.51,621.28,7.578292,132,499029,26.21,601.01
1002,2.460708,405,453356,55.89,527.80,1.834647,545,491712,28.51,622.64,1.942919,514,499543,26.39,601.13
1003,2.270860,439,453795,55.90,528.41,1.801140,555,492267,28.50,623.40,2.007442,457,,,
1004,2.335120,427,454222,55.90,528.41,1.782137,560,492827,28.50,623.40,,,,,
1005,2.275730,438,454660,55.91,528.41,1.837338,544,493371,28.50,624.08,,,,,
1006,2.254720,442,455102,55.91,528.75,1.833993,545,493916,28.49,624.08,,,,,
1007,2.261730,441,455543,55.90,529.07,1.827541,547,494463,28.50,624.77,,,,,
1008,2.244094,444,455987,55.93,530.22,2.083521,479,494942,28.49,624.59,,,,,
1009,2.236436,446,456433,55.92,530.22,2.076749,481,495423,28.49,624.59,,,,,
1010,2.588441,385,456818,55.92,530.46,2.154663,464,495887,28.49,625.36,,,,,
1011,2.770916,360,457178,55.92,530.58,2.082688,480,496367,28.49,625.02,,,,,
1012,3.232999,308,457486,55.93,530.79,2.090607,478,496845,28.49,625.71,,,,,
1013,2.793266,358,457844,55.93,531.06,2.033666,491,497336,28.49,625.36,,,,,
1014,2.838615,351,458195,55.92,531.35,2.178291,459,497795,28.49,626.04,,,,,
1015,2.662216,375,458570,55.91,531.35,2.082700,480,498275,28.49,626.04,,,,,
1016,2.663927,371,458941,55.91,531.35,2.095011,477,498752,28.49,626.04,,,,,
1017,2.738459,367,459308,55.92,531.35,2.097659,476,499228,28.49,627.41,,,,,
1018,2.676785,372,459680,55.91,531.56,1.863380,536,499764,28.49,628.77,,,,,
1019,2.770575,360,460040,55.92,532.22,1.899706,236,,,,,,,,
1020,2.241617,445,460485,55.92,532.22,,,,,,,,,,
1021,2.114554,471,460956,55.92,533.21,,,,,,,,,,
1022,2.222478,449,461405,55.95,538.43,,,,,,,,,,
1023,2.112281,472,461877,55.96,539.50,,,,,,,,,,
1024,2.140759,465,462342,55.96,539.61,,,,,,,,,,
1025,2.093468,476,462818,55.97,539.99,,,,,,,,,,
1026,2.004018,497,463315,55.96,539.99,,,,,,,,,,
1027,2.026421,492,463807,55.96,540.14,,,,,,,,,,
1028,2.003637,497,464304,55.96,540.14,,,,,,,,,,
1029,2.037730,489,464793,55.96,540.14,,,,,,,,,,
1030,2.038213,489,465282,55.96,540.14,,,,,,,,,,
1031,2.134629,467,465749,55.97,541.77,,,,,,,,,,
1032,2.155993,462,466211,55.97,541.88,,,,,,,,,,
1033,2.137320,467,466678,55.98,543.12,,,,,,,,,,
1034,2.143634,465,467143,55.99,543.71,,,,,,,,,,
1035,2.139402,466,467609,55.98,543.97,,,,,,,,,,
1036,2.054601,485,468094,55.98,544.12,,,,,,,,,,
1037,2.115990,470,468564,55.98,544.55,,,,,,,,,,
1038,2.001901,499,469063,55.98,544.55,,,,,,,,,,
1039,2.145996,464,469527,55.98,544.55,,,,,,,,,,
1040,2.076596,480,470007,55.98,544.83,,,,,,,,,,
1041,2.136420,466,470473,55.98,544.83,,,,,,,,,,
1042,2.388849,418,470891,55.98,545.03,,,,,,,,,,
1043,2.171289,458,471349,55.97,545.30,,,,,,,,,,
1044,2.216222,450,471799,55.97,546.66,,,,,,,,,,
1045,2.148812,464,472263,56.00,549.86,,,,,,,,,,
1046,2.069280,481,472744,55.99,549.86,,,,,,,,,,
1047,2.218777,450,473194,55.99,549.86,,,,,,,,,,
1048,2.398470,416,473610,56.00,549.86,,,,,,,,,,
1049,2.129103,469,474079,56.00,549.86,,,,,,,,,,
1050,2.151680,463,474542,55.99,550.67,,,,,,,,,,
1051,2.142454,466,475008,55.99,550.82,,,,,,,,,,
1052,2.191436,455,475463,55.99,551.25,,,,,,,,,,
1053,2.163336,461,475924,55.99,552.37,,,,,,,,,,
1054,2.148824,464,476388,55.99,552.62,,,,,,,,,,
1055,2.146912,464,476852,55.98,552.62,,,,,,,,,,
1056,2.173684,459,477311,55.98,553.11,,,,,,,,,,
1057,2.281434,437,477748,56.01,553.34,,,,,,,,,,
1058,2.123932,469,478217,56.01,553.60,,,,,,,,,,
1059,2.165264,460,478677,56.01,553.60,,,,,,,,,,
1060,2.257552,442,479119,56.00,553.75,,,,,,,,,,
1061,2.410553,413,479532,56.01,554.25,,,,,,,,,,
1062,2.319833,429,479961,56.00,554.25,,,,,,,,,,
1063,2.280970,438,480399,56.00,554.69,,,,,,,,,,
1064,2.363977,422,480821,56.00,554.69,,,,,,,,,,
1065,2.379991,419,481240,56.00,555.77,,,,,,,,,,
1066,2.337598,426,481666,56.00,555.77,,,,,,,,,,
1067,2.479916,402,482068,56.01,557.96,,,,,,,,,,
1068,2.273795,439,482507,56.01,558.32,,,,,,,,,,
1069,2.517931,396,482903,56.01,559.87,,,,,,,,,,
1070,2.729473,365,483268,56.03,562.63,,,,,,,,,,
1071,2.765074,361,483629,56.03,562.91,,,,,,,,,,
1072,3.006615,332,483961,56.02,563.14,,,,,,,,,,
1073,2.909198,342,484303,56.01,563.14,,,,,,,,,,
1074,2.932752,341,484644,56.00,563.56,,,,,,,,,,
1075,2.867782,346,484990,56.00,564.01,,,,,,,,,,
1076,2.917312,343,485333,56.00,564.01,,,,,,,,,,
1077,3.061169,326,485659,56.00,564.77,,,,,,,,,,
1078,3.238309,308,485967,56.01,565.01,,,,,,,,,,
1079,2.910466,343,486310,56.00,565.12,,,,,,,,,,
1080,2.308586,432,486742,56.00,565.12,,,,,,,,,,
1081,2.093439,475,487217,56.00,565.12,,,,,,,,,,
1082,2.133896,468,487685,56.00,565.41,,,,,,,,,,
1083,2.154914,461,488146,56.01,565.75,,,,,,,,,,
1084,2.148256,465,488611,56.02,566.10,,,,,,,,,,
1085,2.074755,481,489092,56.03,567.34,,,,,,,,,,
1086,1.948281,511,489603,56.03,567.62,,,,,,,,,,
1087,2.140638,463,490066,56.02,568.17,,,,,,,,,,
1088,2.060134,486,490552,56.03,568.92,,,,,,,,,,
1089,2.037330,489,491041,56.03,568.92,,,,,,,,,,
1090,2.060473,483,491524,56.03,569.09,,,,,,,,,,
1091,2.090629,476,492000,56.03,569.36,,,,,,,,,,
1092,2.045400,487,492487,56.03,569.67,,,,,,,,,,
1093,2.000558,496,492983,56.03,570.17,,,,,,,,,,
1094,2.017974,494,493477,56.02,570.17,,,,,,,,,,
1095,2.091810,476,493953,56.03,570.62,,,,,,,,,,
1096,2.219915,449,494402,56.05,570.62,,,,,,,,,,
1097,2.035809,489,494891,56.05,570.62,,,,,,,,,,
1098,2.050887,485,495376,56.05,570.97,,,,,,,,,,
1099,2.096338,475,495851,56.05,570.97,,,,,,,,,,
1100,2.074685,480,496331,56.05,570.97,,,,,,,,,,
1101,2.011439,494,496825,56.04,570.97,,,,,,,,,,
1102,2.062659,483,497308,56.04,570.97,,,,,,,,,,
1103,2.052503,485,497793,56.04,571.19,,,,,,,,,,
1104,2.067357,482,498275,56.04,571.19,,,,,,,,,,
1105,2.200152,453,498728,56.05,571.86,,,,,,,,,,
1106,2.067634,482,499210,56.05,571.86,,,,,,,,,,
1107,2.103866,474,499684,56.05,572.51,,,,,,,,,,
1108,2.078677,316,,,,,,,,,,,,,
