2016-05-05 22:44:06,396 [myid:] - INFO  [main:QuorumPeerConfig@103] - Reading configuration from: /home/gyuho/zookeeper/zookeeper.config
2016-05-05 22:44:06,443 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.23 to address: /10.240.0.23
2016-05-05 22:44:06,445 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.22 to address: /10.240.0.22
2016-05-05 22:44:06,454 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.21 to address: /10.240.0.21
2016-05-05 22:44:06,454 [myid:] - INFO  [main:QuorumPeerConfig@331] - Defaulting to majority quorums
2016-05-05 22:44:06,458 [myid:2] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2016-05-05 22:44:06,458 [myid:2] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2016-05-05 22:44:06,459 [myid:2] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2016-05-05 22:44:06,666 [myid:2] - INFO  [main:QuorumPeerMain@127] - Starting quorum peer
2016-05-05 22:44:06,721 [myid:2] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2181
2016-05-05 22:44:06,729 [myid:2] - INFO  [main:QuorumPeer@1019] - tickTime set to 2000
2016-05-05 22:44:06,730 [myid:2] - INFO  [main:QuorumPeer@1039] - minSessionTimeout set to -1
2016-05-05 22:44:06,730 [myid:2] - INFO  [main:QuorumPeer@1050] - maxSessionTimeout set to -1
2016-05-05 22:44:06,730 [myid:2] - INFO  [main:QuorumPeer@1065] - initLimit set to 5
2016-05-05 22:44:06,740 [myid:2] - INFO  [main:QuorumPeer@533] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2016-05-05 22:44:06,745 [myid:2] - INFO  [main:QuorumPeer@548] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
